Method,K,Accuracy,Precision,Recall,F1,AUC,Model,Params,Accuracy_std
stratified_kfold,5.0,0.5,0.4,0.8,0.5333333333333333,0.8,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 0.01}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 0.1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 0.1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 0.1}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 0.1, 'gamma': 1}",0.0
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 'scale'}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 'scale'}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,1.0,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 'scale'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 'auto'}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 'auto'}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 'auto'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 0.01}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 0.01}",0.0
stratified_kfold,5.0,0.5,0.4,0.8,0.5333333333333333,0.8,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 0.01}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 0.1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 0.1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 0.1}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 1, 'gamma': 1}",0.0
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 'scale'}",
kfold,10.0,0.3,0.3,0.3,0.3,,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 'scale'}",0.45825756949558394
stratified_kfold,5.0,0.5,0.4,0.8,0.5333333333333333,1.0,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 'scale'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 'auto'}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 'auto'}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 'auto'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 0.01}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 0.01}",0.0
stratified_kfold,5.0,0.5,0.4,0.8,0.5333333333333333,0.8,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 0.01}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 0.1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 0.1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 0.1}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 10, 'gamma': 1}",0.0
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 'scale'}",
kfold,10.0,0.3,0.3,0.3,0.3,,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 'scale'}",0.45825756949558394
stratified_kfold,5.0,0.5,0.4,0.8,0.5333333333333333,1.0,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 'scale'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 'auto'}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 'auto'}",0.0
stratified_kfold,5.0,0.5,0.4,0.8,0.5333333333333333,0.6,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 'auto'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.75,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 0.01}",
kfold,10.0,0.1,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 0.01}",0.30000000000000004
stratified_kfold,5.0,0.6,0.6,1.0,0.7333333333333332,0.9,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 0.01}",0.2
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 0.1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 0.1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 0.1}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 1}",
kfold,10.0,0.0,0.0,0.0,0.0,,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 1}",0.0
stratified_kfold,5.0,0.5,0.0,0.0,0.0,0.5,SVM,"{'kernel': 'sigmoid', 'C': 100, 'gamma': 1}",0.0
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'euclidean'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'euclidean'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'euclidean'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'manhattan'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'manhattan'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'manhattan'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'minkowski'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'minkowski'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 3, 'weights': 'uniform', 'metric': 'minkowski'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'euclidean'}",
kfold,10.0,0.7,0.3,0.3,0.3,,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'euclidean'}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'euclidean'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'manhattan'}",
kfold,10.0,0.7,0.3,0.3,0.3,,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'manhattan'}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'manhattan'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'minkowski'}",
kfold,10.0,0.7,0.3,0.3,0.3,,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'minkowski'}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 3, 'weights': 'distance', 'metric': 'minkowski'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'euclidean'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'euclidean'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'euclidean'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'manhattan'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'manhattan'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'manhattan'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.75,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'minkowski'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'minkowski'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,0.8,KNN,"{'n_neighbors': 5, 'weights': 'uniform', 'metric': 'minkowski'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'euclidean'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'euclidean'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'euclidean'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'manhattan'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'manhattan'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'manhattan'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'minkowski'}",
kfold,10.0,0.8,0.4,0.4,0.4,,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'minkowski'}",0.4
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,KNN,"{'n_neighbors': 5, 'weights': 'distance', 'metric': 'minkowski'}",0.2449489742783178
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'euclidean'}",
kfold,10.0,0.1,0.1,0.1,0.1,,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'euclidean'}",0.30000000000000004
stratified_kfold,5.0,0.5,0.1,0.2,0.13333333333333333,0.5,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'euclidean'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'manhattan'}",
kfold,10.0,0.1,0.1,0.1,0.1,,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'manhattan'}",0.30000000000000004
stratified_kfold,5.0,0.5,0.1,0.2,0.13333333333333333,0.5,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'manhattan'}",0.0
train_test_split,,0.3333333333333333,0.3333333333333333,1.0,0.5,0.5,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'minkowski'}",
kfold,10.0,0.1,0.1,0.1,0.1,,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'minkowski'}",0.30000000000000004
stratified_kfold,5.0,0.5,0.1,0.2,0.13333333333333333,0.5,KNN,"{'n_neighbors': 7, 'weights': 'uniform', 'metric': 'minkowski'}",0.0
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'euclidean'}",
kfold,10.0,0.7,0.3,0.3,0.3,,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'euclidean'}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'euclidean'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'manhattan'}",
kfold,10.0,0.7,0.3,0.3,0.3,,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'manhattan'}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'manhattan'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,1.0,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'minkowski'}",
kfold,10.0,0.7,0.3,0.3,0.3,,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'minkowski'}",0.45825756949558394
stratified_kfold,5.0,0.8,0.7,0.8,0.7333333333333333,1.0,KNN,"{'n_neighbors': 7, 'weights': 'distance', 'metric': 'minkowski'}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.6,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.6,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.6,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.01, 'penalty': None, 'solver': 'saga', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'lbfgs', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': 'l2', 'solver': 'saga', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.6,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 500}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 1000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 1000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.6,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 1000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 2000}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 2000}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.6,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'lbfgs', 'max_iter': 2000}",0.2449489742783178
train_test_split,,0.6666666666666666,0.5,1.0,0.6666666666666666,0.5,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'saga', 'max_iter': 500}",
kfold,10.0,0.7,0.3,0.3,0.3,,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'saga', 'max_iter': 500}",0.45825756949558394
stratified_kfold,5.0,0.7,0.5,0.6,0.5333333333333333,0.8,LogReg,"{'C': 0.1, 'penalty': None, 'solver': 'saga', 'max_iter': 500}",0.2449489742783178
